class,image,output
Fall risks,IMG_6622.JPG,"In a medium outdoor shot, a set of old brick steps made of a mixture of tan and brown bricks are in shadow on the left and in sunlight on the right, leading up to a landing where a person in white shorts and black shoes and black socks can just barely be seen. The steps on the left are shadowed by an unseen object, and the shadow has created a pattern on the steps of darker and lighter in a zig-zag line. The steps are old and worn, and some of the bricks have been broken away, particularly on the right side of the stairs. On the right, the steps are tall and there are"
Unclear Emergency signs and exits,IMG-20251011-WA0006.jpg,The stop sign is missing from the pole
Unclear Emergency signs and exits,IMG-20251011-WA0008.jpg,"The image depicts a public health poster with a strong emphasis on promoting hand hygiene and COVID-19 prevention. The poster is divided into several sections, each containing visual and textual information. Here is a detailed description of the elements present in the image: 1. **Title and Main Message:** - The title of the poster is prominently displayed at the top in bold, capitalized letters: ""SANITISE YOUR HANDS HERE"". This message is repeated in a different language below it: ""HLANZI ZANDLA LAPHA"" which translates to ""SANITISE YOUR HANDS HERE"" in English. 2. **Visual"
Unclear Emergency signs and exits,IMG-20251011-WA0010.jpg,"The image depicts a ceiling-mounted emergency exit sign. The sign is rectangular and has a green background with white symbols and text. The sign is mounted on the ceiling by two small metal hooks, ensuring it is securely fastened and visible from below. The sign consists of two main elements:
1. **Left Section**: This section features a white silhouette of a person running. The person is depicted in a dynamic pose, with one leg forward and the other leg trailing behind, indicating movement. This symbol is universally recognized as a representation of a person running, which is a common icon used in emergency exit signs to indicate the direction of an exit"
Unclear Emergency signs and exits,IMG-20251011-WA0011.jpg,The restroom sign has a blue background on it
Unclear Emergency signs and exits,IMG-20251011-WA0012.jpg,The rest rooms are not in order
Unclear Emergency signs and exits,IMG-20251011-WA0014.jpg,1. the sign is not at eye level for a pedestrian
Unclear Emergency signs and exits,IMG-20251011-WA0015.jpg,There is a green letter g on the wall
Unclear Emergency signs and exits,IMG-20251011-WA0016.jpg,1. There is a stop sign that is in front of a tree. The stop sign is in front of the tree and the tree is in front of the sign. This could cause a person to not see the sign and therefore not stop in time
Unclear Emergency signs and exits,IMG-20251011-WA0019.jpg,1. No food or drink is allowed in the training venues
Unclear Emergency signs and exits,IMG-20251011-WA0023.jpg,"The image depicts a street scene featuring a green and white sign prominently displayed on a pole. The sign is rectangular and has a green background with white text. The text on the sign reads ""EMERGENCY ASSEMBLY POINT"" in bold, capital letters. Below this, there is an image of four arrows pointing in different directions, indicating the direction to follow in case of an emergency. The sign also includes the acronym ""PDH"" which likely stands for ""Primary Disaster Hospital."" In the background, there are several elements that provide context to the scene. To the left of the sign, there is a white van parked on the street"
Unclear Emergency signs and exits,IMG20251010123458.jpg,"There is a fire exit sign on the window pane which is not allowed in the UAE as per the OHS regulations.
- The fire exit door is not visible in the image which is a serious OHS violation.
- The floor is not clean and has dust which can cause slips and falls"
Unclear Emergency signs and exits,IMG20251010123507.jpg,"1. There is a fire exit sign on the left side of the door that is not clearly visible due to the reflection of the sun.
2. There is a banner on the floor that is not propped up against anything, making it difficult to read.
3. There is a door that is not closed properly, allowing the sun to shine through and create a glare"
Unclear Emergency signs and exits,IMG_20251010_115622.jpg,"The image depicts a street scene with a focus on a speed limit sign and its surroundings. The primary object in the image is a rectangular speed limit sign mounted on a pole. The sign is white with a black border and a red diagonal stripe running from the top left to the bottom right. The number ""35"" is prominently displayed in black text in the center of the sign. The sign is positioned in front of a palm tree, which is the most prominent feature in the foreground. The palm tree has large, green fronds that are spread out, providing a lush, tropical appearance to the scene. In the background, there are several"
Unclear Emergency signs and exits,IMG_20251010_115654.jpg,"In this image we can see a sign board, trees, building and sky"
Unclear Emergency signs and exits,IMG_6593.JPG,1. There is no fire extinguisher in the image
Unclear Emergency signs and exits,IMG_6596.JPG,"A sign outside a room that says ""NO FOOD OR DRINKS ALLOWED IN THIS LAB"" is propped up against the window sill"
Unclear Emergency signs and exits,IMG_6615.JPG,"1. The grass is tall and uncut, which could pose a tripping hazard.
2. The emergency assembly point sign is not clearly visible due to the tall grass and vegetation.
3. The area is not well-maintained, which could indicate a lack of attention to safety and emergency preparedness"
Unclear Emergency signs and exits,IMG_6616.JPG,1. There is a sign on the grass that is not clearly visible
Unclear Emergency signs and exits,IMG_6619.JPG,1. There is a sign that is not at a comfortable height for people to read while walking by. 2. The sign does not have a reflective material to increase visibility at night
Unclear Emergency signs and exits,IMG_6623.JPG,"### Image Description The image depicts a signpost with a black background and white text. The sign is mounted on a metal pole and is positioned in an outdoor setting, possibly within a sports field or a similar recreational area. The sign is rectangular and has a border around it, with the top section featuring the logo of Wits University, which includes a shield with a crest and the initials ""WITS"" written above it. Below the logo, the sign reads ""NO UNAUTHORISED ENTRY"" in bold, capital letters. Below this warning, there are four red circular symbols with white icons and white text inside them. These symbols"
Unclear Emergency signs and exits,IMG_6624.JPG,"### OHS (Occupational Health and Safety) Issues: 1. **Tripping Hazard**: The tree trunk has a large, uneven, and protruding root system that could pose a tripping hazard for pedestrians, especially in low-light conditions.
2. **Entrance Signage**: The sign attached to the tree trunk is not clearly visible or well-maintained, which could lead to confusion or misdirection for visitors or emergency responders.
3. **Overgrown Vegetation**: The surrounding vegetation is overgrown, which could obstruct visibility and create a fire hazard. This could also attract pests or create an environment conducive to the spread of diseases"
Unclear Emergency signs and exits,IMG_6627.JPG,"### Image Description The image depicts a flyer or advertisement for a food item, specifically a ""Student Budget Breakfast"" offered by a company named ""Eggs Go"". The flyer is printed on a rectangular piece of paper with a gray background and white text and graphics. The layout is divided into several sections, each containing different pieces of information. #### Header Section:
- The top section of the flyer contains the company name ""Eggs Go"" in bold, capitalized letters. Below the company name, there is a tagline that reads ""Student Budget Breakfast"" in smaller, italicized text. #### Main Image:
- The central part"
Unclear Emergency signs and exits,IMG_6639.JPG,"1. There are no visible hard hats being worn by the workers.
2. There are no visible safety harnesses being worn by the workers.
3. There are no visible safety glasses being worn by the workers.
4. There are no visible fall protection equipment being used by the workers.
5. There are no visible warning signs or caution tape around the work area.
6. There are no visible fire extinguishers in the work area.
7. There are no visible first aid kits in the work area.
8. There are no visible emergency phones in the work area.
9. There are no visible emergency exits in the work"
Unclear Emergency signs and exits,IMG_6647.JPG,"1. There is a green sign that reads ""EMERGENCY ASSEMBLY POINT ON GREEN"" and has an arrow pointing to the right, but the assembly point is not visible in the image. This could be a hazard if people are not aware of the location of the assembly point during an emergency. 2. The sign is located in an area that is not easily accessible for people with disabilities, as it is on a pole that is not at a comfortable height for someone in a wheelchair to read. This could be a hazard for people with disabilities who may not be able to read the sign or access the assembly point"
Unclear Emergency signs and exits,IMG_6652.JPG,"**Image Description:** The image depicts a section of a building facade, focusing on a prominent sign affixed to a brick wall. The sign is rectangular and white with red and black text and symbols. The sign reads: ```
NO HOT WORK
WITHOUT A PERMIT
``` Above the sign, there is a yellow metal structure, possibly a fire escape or a ladder, extending from the building. The yellow structure has a black, metallic, grid-like pattern. Below the sign, there is a window with a white frame and a grid pattern on the glass. The window appears to be closed, and the reflection of the surrounding"
Unclear Emergency signs and exits,IMG_6654.JPG,"1. The emergency assembly point is not clearly visible from the sign.
2. The sign does not provide any information about the location of the emergency assembly point.
3. The sign is not in a visible location"
Unclear Emergency signs and exits,IMG_6655.JPG,"1. The sign does not specify what kind of access is restricted.
2. The sign does not specify what kind of vehicle access is restricted.
3. The sign does not specify what kind of keys are required for access.
4. The sign does not specify what kind of help desk is available for assistance.
5. The sign does not specify what kind of building is being referred to"
Unclear Emergency signs and exits,IMG_6656.JPG,1. The wheelchair ramp is not clearly visible in the image. 2. The wheelchair ramp is not wide enough for a standard wheelchair. 3. The wheelchair ramp is not sloped properly
Unclear Emergency signs and exits,IMG_6657.JPG,"1. The wheelchair ramp is not clearly visible in the image, making it difficult to determine if it is accessible and safe for wheelchair users. 2. The blue sign is not clearly visible, making it difficult to read the text and understand the message. 3. The area around the sign is cluttered with plants and trees, which may create a tripping hazard for wheelchair users. 4. The sidewalk is not clearly visible, making it difficult to determine if it is wide enough for wheelchair users to pass through comfortably"
Uneven Pavements,IMG-20251011-WA0004.jpg,In this image we can see a road
Uneven Pavements,IMG-20251011-WA0005.jpg,1. There is an open hole in the ground that is approximately 2 feet wide and 1 foot deep. The edges of the hole are not smooth and look dangerous
Uneven Pavements,IMG-20251011-WA0009.jpg,There is a manhole cover in a sidewalk
Uneven Pavements,IMG-20251011-WA0013.jpg,1. There is a large crack in the sidewalk that could potentially cause a tripping hazard
Uneven Pavements,IMG-20251011-WA0020.jpg,1. There is a pothole in the middle of the parking lot
Uneven Pavements,IMG-20251011-WA0022.jpg,1. The manhole cover is not locked. This is a safety issue because it could be a hazard to people walking by
Uneven Pavements,IMG20251010115431.jpg,"A broken slab in a pavement, with some dry grass and leaves in between the slabs"
Uneven Pavements,IMG20251010115442.jpg,1. There is a large area of missing bricks on the sidewalk. This could be a tripping hazard and could also allow for water to collect and create a slip hazard when wet
Uneven Pavements,IMG20251010115448.jpg,A single white lined parking space is stained in the middle. The stain is surrounded by gray bricks that are arranged in a zig-zag pattern. Above the bricks is a curb and a stone wall
Uneven Pavements,IMG20251010115850.jpg,There are 7 bricks on the ground in this image
Uneven Pavements,IMG20251010120710.jpg,"1. The manhole cover is not secure and could potentially be a tripping hazard. 2. The manhole cover is not properly closed, which could allow debris or water to enter the sewer system"
Uneven Pavements,IMG20251010122146.jpg,1. The bike racks are not secure and can fall over. This could cause injury to people or damage to the racks. 2. The bike racks are not placed in an orderly fashion. This could make it difficult for people to find a place to park their bikes
Uneven Pavements,IMG_6610.JPG,1. There is a risk of tripping on the broken concrete at the bottom right of the image
Uneven Pavements,IMG_6611.JPG,"1. The manhole cover is not secured with a lock or chain, which could be a tripping hazard. 2. The manhole cover is raised, which could be a safety issue as it could be a fall hazard. 3. The manhole cover is not clearly marked, which could make it difficult for people to identify it as a manhole"
Uneven Pavements,IMG_6613.JPG,"A close-up shot of a narrow crack in an asphalt parking lot. The crack splits from the top left of the frame to the bottom right, veering slightly left as it goes. The edges of the crack are raised, and the center is concave. Along the top of the frame, a piece of a sidewalk is just barely visible with a bit of grass and a few leaves on it from the tree that casts a few dappled shadows on the asphalt below. The asphalt is in very poor condition, with bits of sand, gravel, and other debris embedded in it"
Uneven Pavements,IMG_6614.JPG,"1. The person is wearing a helmet that does not have a certification sticker, which could indicate that it does not meet safety standards. 2. The person is wearing a helmet that is not securely fastened, which could lead to it falling off during an accident. 3. The person is wearing a helmet that is not designed for the activity they are engaging in, which could lead to inadequate protection"
Uneven Pavements,IMG_6617.JPG,"1. Cracked and damaged asphalt can be hazardous for pedestrians and vehicles, as it may lead to tripping or punctured tires. Regular maintenance is necessary to ensure the safety of the walking surface"
Uneven Pavements,IMG_6618.JPG,"In the image, there is a white building with blue trim and a blue sign with white text on it that reads “FIRST AID” on the side. The door to the building is red with a white sign with a red symbol and white text on it. There is a window on the side of the building. The building has a grey, steeply peaked roof. There is a light grey pole next to the building, and a light grey pole with a long, thin, grey shadow extending from it. The building is on a large, green field with short, green grass. There are trees behind the building, and the sky"
Uneven Pavements,IMG_6625.JPG,"1. The grate over the manhole is not secure and can be opened by a person or vehicle. This can lead to accidents and injuries. 2. The manhole cover is not properly aligned with the surrounding pavement, which can cause tripping hazards. 3. The pavement around the manhole is damaged and uneven, which can also cause tripping hazards"
Uneven Pavements,IMG_6626.JPG,"There are no OHS issues present in the image, as it only features a road with cracks"
Uneven Pavements,IMG_6628.JPG,In this image we can see a car on the road
Uneven Pavements,IMG_6629.JPG,In this image we can see a road
Uneven Pavements,IMG_6630.JPG,1. There is a vehicle parked on the road. 2. There is a vehicle parked on the sidewalk. 3. There is a vehicle parked on the sidewalk
Uneven Pavements,IMG_6631.JPG,In this image we can see a road
Uneven Pavements,IMG_6632.JPG,"1. The cars are parked on a narrow road with no clear space between them, which could lead to accidents if another vehicle were to pass by. 2. The road is in poor condition, with cracks and potholes that could cause damage to vehicles or injuries to pedestrians. 3. There is a large rock barrier between the parked cars and the road, which could be a hazard if it were to fall or be pushed by a vehicle"
Uneven Pavements,IMG_6633.JPG,In this image we can see dry leaves on the road
Uneven Pavements,IMG_6634.JPG,"1. The presence of a shadow suggests that there is a person or object above the ground, which could potentially pose a tripping hazard if the shadow is not clearly visible. 2. The cracks and potholes in the ground could be a tripping hazard, especially if they are not clearly visible. 3. The presence of debris on the ground could be a slipping hazard, especially if it is wet or oily"
Uneven Pavements,IMG_6635.JPG,"1. Cracked and uneven asphalt can be a tripping hazard.
2. Potholes can cause damage to vehicles and bicycles"
Uneven Pavements,IMG_6636.JPG,1. There is a large pile of debris in the middle of the parking lot. This could be a tripping hazard and could also attract pests. 2. The parking lot is littered with trash and debris. This could make the area look uninviting and could also attract pests. 3. There is a car parked in the background. This could be a fire hazard if the car is not properly maintained
Uneven Pavements,IMG_6637.JPG,"1. There is a pile of debris and trash on the ground in the parking lot. This can attract pests and create an unsanitary environment. 2. The parking lot is littered with cigarette butts and other small trash. This can be a fire hazard and create an eyesore. 3. The parking lot is not well-maintained, with cracks and potholes in the asphalt. This can make it difficult to walk or drive on and create a hazard for vehicles. 4. There are no visible signs or markings to indicate where vehicles can and cannot park. This can lead to confusion and accidents"
Uneven Pavements,IMG_6638.JPG,1. There is a dead bird on the road
Uneven Pavements,IMG_6643.JPG,"1. There is an open manhole in the image. Manholes are known to be hazardous as they can be deep and have steep sides, which can cause falls. Additionally, they can be slippery, which can lead to falls and injuries. Furthermore, manholes can be a hazard for people who are not aware of their presence, especially children who may not understand the danger. Therefore, it is important to ensure that manholes are properly covered when not in use to prevent accidents. 2. The manhole cover is not securely fastened. Manhole covers are designed to be heavy and difficult to remove, which is intended to prevent"
Uneven Pavements,IMG_6646.JPG,1. There is an open manhole in the middle of the sidewalk that is not covered by a manhole cover
Uneven Pavements,IMG_6648.JPG,"There are no visible people in the image, which could be a risk factor for falls or other injuries. However, there are no obvious hazards or obstacles that could cause an injury"
Uneven Pavements,IMG_6649.JPG,"1. There is an open manhole with a metal grid cover, which is a potential tripping hazard. 2. The manhole is not clearly marked or barricaded, which could lead to falls or injuries. 3. The area around the manhole is cluttered with debris, including rocks and twigs, which could cause slips or trips. 4. The presence of the traffic cone suggests that the area may be prone to accidents or hazards, but the cone is not placed in a way that effectively warns people of the danger"
Uneven Pavements,IMG_6650.JPG,"1. There is an open metal grate on a sidewalk that is not protected by a guardrail. This is a fall hazard, especially for people who use canes or walkers"
Uneven Pavements,IMG_6651.JPG,"There is no reference to OHS in the image, as it only features a road with cracks and a leaf"
